"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","County2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_FIPS","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","DataSource"
"WI","WD","SW","IR",NA,"VERIHA ROBERT AND MARGARET","VERIHA ROBERT AND MARGARET",NA,"6217","14730","18873",NA,NA,"15050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marinette",NA,NA,NA,NA,NA,NA,NA,NA,"45.231040199","-87.7260874994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"gpd","permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_SW_PT, /WI/read_me.docx"
"WI","WD","GW","IN",NA,"VERONA CITY OF UTILITY","MINGER CONSTRUCTION COMPANY INCORPORATED",NA,"14761","27035","3887",NA,NA,"23030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dane",NA,NA,NA,NA,NA,NA,NA,NA,"42.9830100803","-89.5285109382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","PS",NA,"VILLA BELLEZZA","VILLA BELLEZZA","VILLA BELLEZZA","14651","26837","22987",NA,NA,"22831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1420 3rd St","Pepin","Pepin","WI",NA,"1420 3rd St","Pepin","PEPIN","WI",NA,"44.4450220019","-92.1638930072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86400,"GPD","Permitted",NA,NA,"B_15036","NA","Villa Bellezza","1420 3RD ST","1420 3RD ST","OK","PEPIN","WI","PEPIN","54759","GOOD","(715) 442-2424","44.444741","-92.162738","3121","Beverage Manufacturing","NA","NA","55091","NA","NA","NA","NA","NA","54759 _ (715) 442-2424","PEPIN_1420 3RD ST","BusPt","Bus","N","/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx, USEPA_HIFLD_EIA_PPP_facility_v6.csv"
"WI","WD","GW","IN",NA,"VILLAGE OF HOBART","SUPERIOR SEWER AND WATER INCORPORATED",NA,"14773","27057","23150",NA,NA,"23052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brown",NA,NA,NA,NA,NA,NA,NA,NA,"44.5705107481","-88.1698871759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4320000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IR",NA,"VILLAGE OF STRUM","VILLAGE OF STRUM",NA,"14683","26890","23037",NA,NA,"22885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trempealeau",NA,NA,NA,NA,NA,NA,NA,NA,"44.558191936","-91.3742532238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28800,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IR",NA,"VILLAGE OF STRUM","VILLAGE OF STRUM",NA,"14683","26891","23037",NA,NA,"22886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trempealeau",NA,NA,NA,NA,NA,NA,NA,NA,"44.5581519367","-91.3760532235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","PS",NA,"VISTA ROYALLE CAMPGROUND","VISTA ROYALLE CAMPGROUND",NA,"10313","26678","2935",NA,NA,"22672",NA,NA,NA,NA,NA,NA,NA,"SAND GRAVEL",NA,NA,NA,NA,"Portage",NA,NA,NA,NA,NA,NA,NA,NA,"44.3294618618","-89.5080138007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43200,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW",NA,NA,"VISTA ROYALLE CAMPGROUND","VISTA ROYALLE CAMPGROUND",NA,"10313","26698","2935",NA,NA,"22692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Portage",NA,NA,NA,NA,NA,NA,NA,NA,"44.3257918628","-89.5074538019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"VOLBRECHT REVOCABLE TRUST","KOHLHEPP MARK",NA,"13581","23882","22625",NA,NA,"19904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eau Claire",NA,NA,NA,NA,NA,NA,NA,NA,"44.8003999987","-91.6100999995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"VOLK MAURICE AND BARBARA","TURZINSKI DAN",NA,"13812","24550","21540",NA,NA,"20557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Portage",NA,NA,NA,NA,NA,NA,NA,NA,"44.2836999987","-89.2354999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21600,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IR",NA,"VOLRATH WALTER","VOLRATH WALTER",NA,"9427","11160","2109",NA,NA,"2825",NA,NA,NA,NA,NA,NA,NA,"LIMESTONE DOLOMITE",NA,NA,NA,NA,"Sheboygan",NA,NA,NA,NA,NA,NA,NA,NA,"43.834968299","-87.9910683001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","MI",NA,"VOSS JAMES AND LINDA","VOSS JAMES AND LINDA",NA,"12610","21370","20237",NA,NA,"17532",NA,NA,NA,NA,NA,NA,NA,"LIMESTONE DOLOMITE",NA,NA,NA,NA,"Walworth",NA,NA,NA,NA,NA,NA,NA,NA,"42.7473655992","-88.4135333995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"WAGNER FARMS II LIMITED LIABILITY COMPANY","WAGNER FARMS II LIMITED LIABILITY COMPANY",NA,"14230","25760","21615",NA,NA,"21766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adams",NA,NA,NA,NA,NA,NA,NA,NA,"43.8588999988","-89.7658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","AG",NA,"WAGNER FARMS INCORPORATED OCONTO","WAGNER FARMS INCORPORATED OCONTO",NA,"10656","27085","3253",NA,NA,"23080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shawano",NA,NA,NA,NA,NA,NA,NA,NA,"44.8387390009","-88.2931049995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW",NA,NA,"WALDNER HOMES CONSTRUCTION LIMITED LIABILITY COMPANY","WALDNER HOMES CONSTRUCTION LIMITED LIABILITY COMPANY",NA,"12599","21274","20221",NA,NA,"17506",NA,NA,NA,NA,NA,NA,NA,"SANDSTONE",NA,NA,NA,NA,"La Crosse",NA,NA,NA,NA,NA,NA,NA,NA,"43.7922350987","-91.1520258999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IR",NA,"WALLER JEFF AND TAMIE","WALLER JEFF AND TAMIE",NA,"14758","27032","23129",NA,NA,"23027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rock",NA,NA,NA,NA,NA,NA,NA,NA,"42.6382000013","-88.9582999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"WALSKE PENNY AND PATRICK","WALSKE PENNY AND PATRICK",NA,"13768","24418","21499",NA,NA,"20431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trempealeau",NA,NA,NA,NA,NA,NA,NA,NA,"44.4326999988","-91.1941000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"WARZINSKI WAYNE","VROMAN LAWRENCE",NA,"13490","23617","21164",NA,NA,"19650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Portage",NA,NA,NA,NA,NA,NA,NA,NA,"44.2585782988","-89.3449417003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"WARZINSKI WAYNE","VROMAN LAWRENCE",NA,"13490","24748","21164",NA,NA,"20755",NA,NA,NA,NA,NA,NA,NA,"SAND GRAVEL",NA,NA,NA,NA,"Portage",NA,NA,NA,NA,NA,NA,NA,NA,"44.2583832986","-89.3448999997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","PS",NA,"WASHBURN COUNTY FORESTRY","WASHBURN COUNTY FORESTRY",NA,"14716","27131","23066",NA,NA,"23126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washburn",NA,NA,NA,NA,NA,NA,NA,NA,"46.1390000009","-91.9423000002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"WATER TOWER AGRA LIMITED LIABILITY COMPANY","WATER TOWER AGRA LIMITED LIABILITY COMPANY",NA,"9592","25521","2251",NA,NA,"21527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adams",NA,NA,NA,NA,NA,NA,NA,NA,"44.2035999988","-89.7167000004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21600,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"WATER TOWER AGRA LIMITED LIABILITY COMPANY","WATER TOWER AGRA LIMITED LIABILITY COMPANY",NA,"9592","25522","2251",NA,NA,"21528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adams",NA,NA,NA,NA,NA,NA,NA,NA,"44.203799999","-89.7058999994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IN",NA,"WAUKESHA CITY OF","CD SMITH CONSTRUCTION",NA,"14756","27030","21399",NA,NA,"23025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waukesha",NA,NA,NA,NA,NA,NA,NA,NA,"42.9999620084","-88.2533843134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","PS",NA,"WAUPACA SCHOOL DISTRICT","WAUPACA SCHOOL DISTRICT",NA,"9180","26416","1913",NA,NA,"22410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waupaca",NA,NA,NA,NA,NA,NA,NA,NA,"44.3368000011","-89.1121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IR",NA,"WAUTOMA CITY OF","WAUTOMA CITY OF",NA,"13211","26514","20865",NA,NA,"22508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waushara",NA,NA,NA,NA,NA,NA,NA,NA,"44.0399800011","-89.3122899995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1152000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"WAYNE MIKE AND CARMEN","WAYNE MIKE AND CARMEN",NA,"13552","23798","21233",NA,NA,"19824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pepin",NA,NA,NA,NA,NA,NA,NA,NA,"44.6635199987","-91.8887999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","AG",NA,"WAYSIDE DAIRY","WAYSIDE DAIRY",NA,"9575","27087","2234",NA,NA,"23082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brown",NA,NA,NA,NA,NA,NA,NA,NA,"44.2580000008","-87.9633999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66700,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"WEBB FARMS LIMITED LIABILITY COMPANY","WEBB FARMS LIMITED LIABILITY COMPANY",NA,"13641","24056","21364",NA,NA,"20076",NA,NA,NA,NA,NA,NA,NA,"SANDSTONE",NA,NA,NA,NA,"Sauk",NA,NA,NA,NA,NA,NA,NA,NA,"43.5619082992","-89.7511417005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"WEEKLY LAND COMPANY LIMITED LIABILITY COMPANY","WEEKLY FARMS INCORPORATED",NA,"12889","24806","20515",NA,NA,"20812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waushara",NA,NA,NA,NA,NA,NA,NA,NA,"44.1569999995","-89.5606999994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21600,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"WEGNERLANN DAIRY LIMITED LIABILITY COMPANY","WEGNERLANN DAIRY LIMITED LIABILITY COMPANY",NA,"14260","25842","22321",NA,NA,"21848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trempealeau",NA,NA,NA,NA,NA,NA,NA,NA,"44.1451999994","-91.2021000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","AG",NA,"WEGNERLANN DAIRY LIMITED LIABILITY COMPANY","WEGNERLANN DAIRY LIMITED LIABILITY COMPANY",NA,"14260","25843","22321",NA,NA,"21849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trempealeau",NA,NA,NA,NA,NA,NA,NA,NA,"44.1458999987","-91.2008000003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"WEILER ARTHUR","WEILER ARTHUR",NA,"14290","25935","22368",NA,NA,"21941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenosha",NA,NA,NA,NA,NA,NA,NA,NA,"42.5468499991","-88.0353000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"WEINZIRL STEVE","WEINZIRL STEVE",NA,"13572","23860","21270",NA,NA,"19884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dunn",NA,NA,NA,NA,NA,NA,NA,NA,"44.7158137992","-92.0315721995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","IR",NA,"WEISS FAMILY FARMS REAL ESTATE LIMITED LIABILITY COMPANY","WEISS FAMILY FARMS REAL ESTATE LIMITED LIABILITY COMPANY",NA,"14635","27049","2212",NA,NA,"23044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dunn",NA,NA,NA,NA,NA,NA,NA,NA,"44.7017000008","-91.8524999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1152000,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
"WI","WD","GW","NA",NA,"WENZEL JOHN AND REGINA","BACON FARMS INCORPORATED",NA,"13881","24728","22900",NA,NA,"20735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waushara",NA,NA,NA,NA,NA,NA,NA,NA,"44.1106999987","-89.3517999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21600,"GPD","Permitted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/WI/WDNR_SITE_INFO_05272021.xlsx$SITE_GW_PT, /WI/read_me.docx"
