"State","ValueType","SourceType","Category","Saline","FacilityName","FacilityName1","FacilityName2","FacilityNumber","FacilityNumber1","FacilityNumber2","SourceName","SourceName1","SourceNumber","SourceNumber1","SourceNumber2","NAICS","SIC","Description","HUC8","HUC10","HUC12","AquiferName1","AquiferName2","BasinName1","BasinName2","Address1","City1","County1","State1","Zip1","Address2","City2","County2","State2","Zip2","Lat","Lon","Datum","Projection","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Units_monthly","Method_monthly","Annual_reported","Units_annual_reported","Method_annual_reported","DataProtected","FIPS5code","SITESELECTION_FACILITYID","SITESELECTION_NPDES_ID","SITESELECTION_NAME","SITESELECTION_ADDRESS","SITESELECTION_ADDRESS_Fix","SITESELECTION_ADRSFLAG","SITESELECTION_CITY","SITESELECTION_STATE","SITESELECTION_COUNTY","SITESELECTION_ZIP","SITESELECTION_FLAGZIP","SITESELECTION_PHONE","SITESELECTION_LATITUDE","SITESELECTION_LONGITUDE","SITESELECTION_NAICS","SITESELECTION_NAICSDESCR","SITESELECTION_SIC","SITESELECTION_SICDESCR","SITESELECTION_EMP","SITESELECTION_TotPerson","SITESELECTION_Area","SITESELECTION_AnnSaleVol","SITESELECTION_JobsReported","SITESELECTION_ZIP_PHONE","SITESELECTION_CITY_ADDRESS","SITESELECTION_LL_Src","SITESELECTION_DATASET_MATCHES_ALL2","SITESELECTION_NEW_REC","SITESELECTION_STATE_NAME","SITESELECTION_StateFIPS","SITESELECTION_CNTY_FIPS","SITESELECTION_ST_CNTY_FIPS","SITESELECTION_X","SITESELECTION_CDC_Region","SITESELECTION_huc2","DataSource"
"NM","WD","GW","Commercial",NA,"JIMMY DUNCAN",NA,NA,"RG  43779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Valencia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","SW","Commercial",NA,"JIMMY DUNCAN",NA,NA,"RG  43779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Valencia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","GW","Commercial",NA,"JOAN SHANKIN LIMITED LIABILITY COMPANY ROBERT",NA,NA,"RG  40914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Santa Fe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","SW","Commercial",NA,"JOAN SHANKIN LIMITED LIABILITY COMPANY ROBERT",NA,NA,"RG  40914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Santa Fe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","GW","Commercial",NA,"JOANN FAWN LOVE MD",NA,NA,"HS  00076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Sierra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.605,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","SW","Commercial",NA,"JOANN FAWN LOVE MD",NA,NA,"HS  00076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Sierra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","GW","Commercial",NA,"JOBE MATERIALS LIMITED PARTNERSHIP",NA,NA,"LRG 14010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Dona Ana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.14,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","SW","Commercial",NA,"JOBE MATERIALS LIMITED PARTNERSHIP",NA,NA,"LRG 14010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Dona Ana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","GW","IN",NA,"JOBE MATERIALS LIMITED PARTNERSHIP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LRG","LRS",NA,NA,"Dona Ana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/NM_IN_WU_CAC.xlsx$Commercial2015"
"NM","WD","GW","IN",NA,"JOBE MATERIALS LIMITED PARTNERSHIP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LRG","LRS",NA,NA,"Dona Ana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.39,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/NM_IN_WU_CAC.xlsx$Commercial2015"
"NM","WD","GW","CO",NA,"JOE BOYDEN CONSTRUCTION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA,NA,"Bernalillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/NM_IN_WU_CAC.xlsx$Commercial2015"
"NM","WD","GW","Commercial",NA,"JOE R AND HORTENCIA CARMO",NA,NA,"LRG 10612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Dona Ana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","SW","Commercial",NA,"JOE R AND HORTENCIA CARMO",NA,NA,"LRG 10612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Dona Ana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","GW","CO",NA,"JOE R AND HORTENCIA CARMONA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LRG",NA,NA,NA,"Dona Ana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/NM_IN_WU_CAC.xlsx$Commercial2015"
"NM","WD","GW","Commercial",NA,"JOE WORTHINGTON",NA,NA,"T   00609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Otero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","SW","Commercial",NA,"JOE WORTHINGTON",NA,NA,"T   00609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Otero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","GW","CO",NA,"JOHAN GIESBRECHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LRG","LRS",NA,NA,"Dona Ana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/NM_IN_WU_CAC.xlsx$Commercial2015"
"NM","WD","GW","Commercial",NA,"JOHN AND ANA AYALA",NA,NA,"RG  79030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Bernalillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","SW","Commercial",NA,"JOHN AND ANA AYALA",NA,NA,"RG  79030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Bernalillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","GW","CO",NA,"JOHN AND ANA AYALA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG","MRG",NA,NA,"Bernalillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/NM_IN_WU_CAC.xlsx$Commercial2015"
"NM","WD","GW","CO",NA,"JOHN CROSBY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG","NPT",NA,NA,"Santa Fe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/NM_IN_WU_CAC.xlsx$Commercial2015"
"NM","WD","GW","PS",NA,"JOHN E MORGAN 5 SPACE RV PARK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LRG","LRN",NA,NA,"Dona Ana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/NM_IN_WU_CAC.xlsx$Commercial2015"
"NM","WD","GW","PS",NA,"JOHN E MORGAN 5 SPACE RV PARK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LRG","LRN",NA,NA,"Dona Ana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/NM_IN_WU_CAC.xlsx$Commercial2015"
"NM","WD","GW","Commercial",NA,"JOHN F QUALIA KATHERINE",NA,NA,"H   02883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,NA,NA,NA,NA,"Lincoln",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","SW","Commercial",NA,"JOHN F QUALIA KATHERINE",NA,NA,"H   02883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,NA,NA,NA,NA,"Lincoln",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","GW","Commercial",NA,"JOHN GONZALES",NA,NA,"RG  70619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Valencia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.203,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","SW","Commercial",NA,"JOHN GONZALES",NA,NA,"RG  70619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Valencia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","GW","CO",NA,"JOHN NIWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG","MRG",NA,NA,"Bernalillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14,"acft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/NM_IN_WU_CAC.xlsx$Commercial2015"
"NM","WD","GW","Commercial",NA,"JOHN R AND JENNIFER HEINEMA",NA,NA,"RG  65038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Santa Fe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","SW","Commercial",NA,"JOHN R AND JENNIFER HEINEMA",NA,NA,"RG  65038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Santa Fe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","GW","Commercial",NA,"JOHN R HUGHES",NA,NA,"RG  28736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Taos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","SW","Commercial",NA,"JOHN R HUGHES",NA,NA,"RG  28736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Taos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","GW","Commercial",NA,"JOHN WOELFEL",NA,NA,"LRG 10682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Dona Ana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","SW","Commercial",NA,"JOHN WOELFEL",NA,NA,"LRG 10682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RG",NA,NA,NA,NA,NA,"Dona Ana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","GW","Commercial",NA,"JOHNNY C BAXTER",NA,NA,"H   00261 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,NA,NA,NA,NA,"Lincoln",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.488,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","SW","Commercial",NA,"JOHNNY C BAXTER",NA,NA,"H   00261 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,NA,NA,NA,NA,"Lincoln",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","GW","Commercial",NA,"JOHNNY PADILLA",NA,NA,"UP  03315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,NA,NA,NA,NA,"San Miguel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
"NM","WD","SW","Commercial",NA,"JOHNNY PADILLA",NA,NA,"UP  03315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P",NA,NA,NA,NA,NA,"San Miguel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AFY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/NM/Industrial_NM_forJohnL.xlsx$Commercial2010"
